timestamp,container,cpu_percent,memory_usage,memory_percent
2026-08-24T14:30:45.920+07:00,spark,511.34%,5.18GiB / 7.678GiB,67.46%
2026-08-24T14:30:45.920+07:00,postgres,11.99%,137MiB / 7.678GiB,1.74%
2026-08-24T14:30:49.203+07:00,kafka,8.53%,880.1MiB / 7.678GiB,11.19%
2026-08-24T14:30:49.203+07:00,spark,284.84%,5.185GiB / 7.678GiB,67.52%
2026-08-24T14:30:49.203+07:00,postgres,0.84%,137MiB / 7.678GiB,1.74%
2026-08-24T14:30:52.251+07:00,kafka,12.58%,879.7MiB / 7.678GiB,11.19%
2026-08-24T14:30:52.251+07:00,spark,355.43%,5.196GiB / 7.678GiB,67.67%
2026-08-24T14:30:52.251+07:00,postgres,1.09%,140.5MiB / 7.678GiB,1.79%
2026-08-24T14:30:55.295+07:00,kafka,7.67%,879.1MiB / 7.678GiB,11.18%
2026-08-24T14:30:55.295+07:00,spark,348.23%,5.187GiB / 7.678GiB,67.56%
2026-08-24T14:30:55.295+07:00,postgres,1.72%,139.2MiB / 7.678GiB,1.77%
2026-08-24T14:30:58.519+07:00,kafka,7.19%,879.3MiB / 7.678GiB,11.18%
2026-08-24T14:30:58.519+07:00,spark,350.04%,5.185GiB / 7.678GiB,67.53%
2026-08-24T14:30:58.519+07:00,postgres,0.84%,136.8MiB / 7.678GiB,1.74%
2026-08-24T14:31:01.558+07:00,kafka,8.15%,879.4MiB / 7.678GiB,11.18%
2026-08-24T14:31:01.558+07:00,spark,359.05%,5.184GiB / 7.678GiB,67.52%
2026-08-24T14:31:01.558+07:00,postgres,1.85%,139.8MiB / 7.678GiB,1.78%
2026-08-24T14:31:04.613+07:00,kafka,13.11%,879.1MiB / 7.678GiB,11.18%
2026-08-24T14:31:04.613+07:00,spark,329.37%,5.179GiB / 7.678GiB,67.45%
2026-08-24T14:31:04.613+07:00,postgres,16.72%,136.7MiB / 7.678GiB,1.74%
2026-08-24T14:31:07.852+07:00,kafka,6.68%,879.7MiB / 7.678GiB,11.19%
2026-08-24T14:31:07.852+07:00,spark,364.00%,5.183GiB / 7.678GiB,67.51%
2026-08-24T14:31:07.852+07:00,postgres,1.70%,140.5MiB / 7.678GiB,1.79%
2026-08-24T14:31:10.925+07:00,kafka,8.48%,879.6MiB / 7.678GiB,11.19%
2026-08-24T14:31:10.925+07:00,spark,275.40%,5.161GiB / 7.678GiB,67.22%
2026-08-24T14:31:10.925+07:00,postgres,0.01%,136.5MiB / 7.678GiB,1.74%
